id,name,date,region,country,division,location,divergence,clade,pango lineage,emerging lineage,S1 mutations,current frequency,logistic growth,mutational fitness,submitting lab,originating lab,numdate
161,hCoV-19/Singapore/51/2020,2020/02/28,Asia,Singapore,Singapore,,2.0,19B,B,19B,0.0,0.0,0.0,-0.0804688,"National Public Health Laboratory, National Centre for Infectious Diseases","National Public Health Laboratory, National Centre for Infectious Diseases",0.15710449
160,hCoV-19/Wuhan/0126-C101/2020,2020/01/27,Asia,China,Hubei,Wuhan,2.0,19B,A,19B,0.0,0.0,0.0,-0.0804688,"Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China","National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China",0.06970215
27,hCoV-19/Indonesia/JK-EIJK22/2020,2020/04/14,Asia,Indonesia,Jakarta,,2.0,19A,B.56,19A,1.0,0.0,0.0,7.08457E-05,"Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation",Puskesmas Palmerah,0.2828369
25,hCoV-19/Netherlands/NoordBrabant_44/2020,2020/03/12,Europe,Netherlands,North Brabant,,2.0,19A,B.11,19A,0.0,0.0,0.0,0.0202656,Erasmus Medical Center,Dutch COVID-19 response team,0.19262695
24,hCoV-19/Curacao/CW-RIVM-10093/2020,2020/03/11,South America,Curacao,Curacao,,2.0,19A,B.27,19A,0.0,0.0,0.0,0.0,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,0.1899414
159,hCoV-19/Jiangxi/JX2424/2020,2020/02/13,Asia,China,Jiangxi,Yichun,3.0,19B,B,19B,0.0,0.0,0.0,-0.0834688,Jiangxi Province Center for Disease Control and Prevention,Jiangxi Province Center for Disease Control and Prevention,0.11608887
80,hCoV-19/UnitedArabEmirates/L2409/2020,2020/02/26,Asia,United Arab Emirates,United Arab Emirates,,3.0,19A,B.4,19A,0.0,0.0,0.0,-0.125395,Al Jalila Genomics Center,Mohammed Bin Rashid University of Medicine and Health Sciences,0.15161133
62,hCoV-19/USA/OR-CDC-03063104-001/2020,2020/02/28,North America,USA,Oregon,,3.0,19A,B,19A,0.0,0.0,0.0,-0.156967,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",OR State PHL-Virology/Immunology Section,0.15710449
61,hCoV-19/Norway/1379/2020,2020/02/28,Europe,Norway,Oslo,,3.0,19A,B,19A,0.0,0.0,0.0,-0.156967,Norwegian Institute of Public Health,"Oslo University Hospital, Department of Medical Microbiology",0.15710449
55,hCoV-19/Georgia/MM202054/2020,2020/02/28,Asia,Georgia,Georgia (Asia),,3.0,19A,B,19A,0.0,0.0,0.0,-0.159967,"Department of Virology, Molecular Biology and Genome Research","Department of Virology, Molecular Biology and Genome Research",0.15710449
37,hCoV-19/Australia/SA0097/2020,2020/02/23,Oceania,Australia,South Australia,,3.0,19A,B,19A,0.0,0.0,0.0,0.039776403,SA Pathology,SA Pathology,0.14343262
13,hCoV-19/Australia/SA0405/2020,2020/03/22,Oceania,Australia,South Australia,,3.0,19A,B.3,19A,0.0,0.0,0.0,-0.12785192,SA Pathology,SA Pathology,0.2199707
8,hCoV-19/Australia/WA34/2020,2020/02/28,Oceania,Australia,Western Australia,,3.0,19A,B,19A,0.0,0.0,0.0,-0.006,PathWest Laboratory Medicine WA,PathWest Laboratory Medicine WA,0.15710449
5,hCoV-19/Norway/1378/2020,2020/02/27,Europe,Norway,Oslo,,3.0,19A,B,19A,2.0,0.0,0.0,8.4656E-05,"Norwegian Institute of Public Health, Department of Virology","Oslo University Hospital, Department of Medical Microbiology",0.15441895
4,hCoV-19/Sweden/20-02114/2020,2020/02/01,Europe,Sweden,Jonkoping,,3.0,19A,B,19A,0.0,0.0,0.0,-0.156967,The Public Health Agency of Sweden,Folkhalsomyndigheten,0.08337402
1096,hCoV-19/Denmark/DCGC-1919/2020,2020/04/21,Europe,Denmark,Hovedstaden,,4.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,"Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark","Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark",0.30187988
1095,hCoV-19/Australia/SA0212/2020,2020/05/06,Oceania,Australia,South Australia,,4.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,SA Pathology,SA Pathology,0.3428955
1094,hCoV-19/SaintMartin/IPG-7355/2020,2020/04/03,North America,Saint Martin,Saint Martin,,4.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,Institut Pasteur de la Guadeloupe,Institut Pasteur de la Guadeloupe,0.25268555
1082,hCoV-19/CzechRepublic/951/2020,2020/03/02,Europe,Czech Republic,Usti nad Labem,,4.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,State Veterinary Institute Prague,The National Institute of Public Health Center for Epidemiology and Microbiology,0.1652832
58,hCoV-19/SouthKorea/KCDC2027/2020,2020/02/20,Asia,South Korea,South Korea,,4.0,19A,B.41,19A,0.0,0.0,0.0,-0.15733457,"Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention","Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention",0.1352539
56,hCoV-19/Georgia/Tb-468/2020,2020/03/11,Asia,Georgia,Tbilisi,,4.0,19A,B,19A,0.0,0.0,0.0,-0.1445135,"R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.","R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.",0.1899414
12,hCoV-19/Taiwan/TSGH-09/2020,2020/03/24,Asia,Taiwan,New Taipei City,,4.0,19A,B.3,19A,0.0,0.0,0.0,-0.133814,TSGH-CP molecular lab,TSGH-CP molecular lab,0.22546387
3,hCoV-19/Japan/KP1/2020,2020/01/29,Asia,Japan,Kyoto,,4.0,19A,B,19A,0.0,0.0,0.0,-0.003006358,"Department of Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine","Department of Clinical Laboratory, Kyoto University Hospital",0.07519531
1200,hCoV-19/USA/NJ-NYGC-NJ-BioR-118/2020,2020/07/02,North America,USA,New Jersey,,5.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,New York Genome Center,Hackensack Medical Center,0.5013428
1092,hCoV-19/Ecuador/USFQ-1112/2020,2020/06/30,South America,Ecuador,Imbabura,Ibarra,5.0,20A,B.1.67,20A,1.0,0.0,0.0,-0.0131332,"Institute of Microbiology, Universidad San Francisco de Quito","Institute of Microbiology, Universidad San Francisco de Quito",0.4958496
1091,hCoV-19/Ecuador/USFQ-020/2020,2020/04/18,South America,Ecuador,Los Rios EC,Babahoyo,5.0,20A,B.1.67,20A,1.0,0.0,0.0,-0.0131332,"Institute of Microbiology, Universidad San Francisco de Quito",Hospital IESS Babahoyo,0.29370117
1081,hCoV-19/NewZealand/20VR2022/2020,2020/04/02,Oceania,New Zealand,Wellington,,5.0,20A,B.1.23,20A,1.0,0.0,0.0,-0.0131332,Institute of Environmental Science and Research (ESR),Wellington SCL,0.25
977,hCoV-19/Denmark/SSI-02/2020,2020/02/29,Europe,Denmark,Hovedstaden,Copenhagen,5.0,20A,B.1,20A,1.0,0.0,0.0,-0.0161332,ViFU,"Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark.",0.15979004
955,hCoV-19/Norway/1495/2020,2020/02/29,Europe,Norway,Norway,,5.0,20A,B.1,20A,1.0,0.0,0.0,0.0225751,"Norwegian Institute of Public Health, Department of Virology","Akershus University Hospital, Department for Microbiology and Infectious Disease Control",0.15979004
227,hCoV-19/Germany/BAV-PL-virotum_V21B5/2020,2020/10/31,Europe,Germany,Bavaria,Munich,5.0,19A,B,19A,0.0,0.0,0.0,-2.127E-04,"Protzer Lab, Institut für Medizinische Mikrobiologie und Hygiene, Gagneur Lab",Protzer Lab,0.8319092
202,hCoV-19/Uganda/UG042/2020,2020/05/03,Africa,Uganda,Uganda,,5.0,19B,A,19B,0.0,0.0,0.0,-0.03646761,MRC/UVRI & LSHTM Uganda Research Unit,Uganda Central Public Health Lab and Uganda Virus Research Institute,0.3347168
201,hCoV-19/Zambia/ZMB-1324/2020,2020/04/10,Africa,Zambia,Lusaka,Kafue,5.0,19B,A,19B,0.0,0.0,0.0,-0.03646761,UNZAVET and PATH,"University of Zambia, School of Veterinary Medicine",0.2718506
199,hCoV-19/Nigeria/ED06-CV159/2020,2020/03/26,Africa,Nigeria,Enugu,,5.0,19B,A,19B,0.0,0.0,0.0,-0.03646761,"African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria",Nigeria Centre for Disease Control (NCDC),0.23083496
193,hCoV-19/Benin/461/2020,2020/03/18,Africa,Benin,Cotonou,,5.0,19B,A,19B,0.0,0.0,0.0,-0.03646761,Charité-Universitätsmedizin Berlin,Laboratoire des Fièvres Hémorragiques Virales du Benin,0.20898438
172,hCoV-19/Tunisia/MHT_2/2020,2020/03/25,Africa,Tunisia,Ben Arous,,5.0,19B,A,19B,0.0,0.0,0.0,-0.0664528,Bundeswehr Institute of Microbiology,,0.22814941
167,hCoV-19/Japan/PG-0131/2020,2020/03/13,Asia,Japan,Kansai,,5.0,19B,A,19B,0.0,0.0,0.0,-0.0665219,"Pathogen Genomics Center, National Institute of Infectious Diseases","Department of Infectious Diseases, Kobe Institute of Health",0.1953125
105,hCoV-19/Australia/NSW04/2020,2020/01/25,Oceania,Australia,New South Wales,Sydney,5.0,19B,A,19B,0.0,0.0,0.0,-0.07084977,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney,Centre for Infectious Diseases and Microbiology Laboratory Services,0.064208984
104,hCoV-19/England/02/2020,2020/01/30,Europe,United Kingdom,England,,5.0,19B,B,19B,0.0,0.0,0.0,-0.08055236,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England","Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",0.07788086
96,hCoV-19/Iran/Gorgan-NIC118/2020,2020/04/07,Asia,Iran,Gorgan,,5.0,19A,B.4,19A,0.0,0.0,0.0,-0.11679541,National Influenza Center,"National Influenza Center, Virology Department",0.26367188
95,hCoV-19/Oman/RESP-20-797/2020,2020/02/24,Asia,Oman,Muscat,,5.0,19A,B.4,19A,0.0,0.0,0.0,-0.11679541,Oman-NIC,Oman-NIC,0.14611816
81,hCoV-19/Bahrain/BAH-05/2020,2020/03/16,Asia,Bahrain,Bahrain,,5.0,19A,B.4.2,19A,0.0,0.0,0.0,-0.12537001,Erasmus Medical Center,Kingdom of Bahrein Ministry of Health,0.20349121
64,hCoV-19/Brazil/SP-02/2020,2020/02/29,South America,Brazil,São Paulo,São Paulo BR,5.0,19A,B,19A,0.0,0.0,0.0,-0.15701781,"Instituto Adolfo Lutz, Interdisciplinary Procedures Center, Strategic Laboratory",Hospital Israelita Albert Einstein,0.15979004
15,hCoV-19/Malaysia/UNIMAS-M3482/2020,2020/05/11,Asia,Malaysia,Sarawak,,5.0,19A,B,19A,0.0,0.0,0.0,-0.0631544,Institute of Health and Community Medicine,Ministry of Health Hospitals,0.35656738
7,hCoV-19/Australia/WA11/2020,2020/02/23,Oceania,Australia,Western Australia,Perth,5.0,19A,B,19A,0.0,0.0,0.0,-0.006,PathWest Laboratory Medicine WA,PathWest Laboratory Medicine WA,0.14343262
1,hCoV-19/India/MH-1-27/2020,2020/01/28,Asia,India,Maharashtra,,5.0,19A,B,19A,2.0,0.0,0.0,0.022151161,"National Influenza Center, Indian Council of Medical Research - National Institute of Virology",Indian Council of Medical Research - National Institute of Virology,0.072387695
1198,hCoV-19/Hungary/445-22/2020,2020/05/13,Europe,Hungary,Central Hungary,Budapest,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0161332,"National Public Health Center, National Biosafety Laboratory","National Public Health Center, COVID Laboratory",0.36206055
1177,hCoV-19/Mexico/BCS-IBT-IMSS-13/2020,2020/04/08,North America,Mexico,Baja California Sur,,6.0,20A,B.1.609,20A,1.0,0.0,0.0,-0.0131332,BIOBANCO / COCTI,HGSMF 26 CABO SAN LUCAS,0.26635742
1173,hCoV-19/Colombia/HUI-GUR-0920/2020,2020/03/31,South America,Colombia,Huila CO,Neiva,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0161332,"Grupo de Investigaciones Microbiológicas-UR (GIMUR), Departamento de Biología, Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA","Grupo de Investigaciones Microbiológicas-UR (GIMUR), Departamento de Biología, Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia",0.24450684
1114,hCoV-19/Canada/PE-NML-106/2020,2020/03/25,North America,Canada,Prince Edward Island,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.013057359,National Microbiology Laboratory (NML),PE-QEH Dept of Lab Medicine,0.22814941
1113,hCoV-19/Andorra/202552/2020,2020/03/14,Europe,Andorra,Andorra,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,Instituto de Salud Carlos III,Hospital Nostra Senyora de Meritxell,0.19812012
1110,hCoV-19/Australia/SA0445/2020,2020/03/21,Oceania,Australia,South Australia,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,SA Pathology,SA Pathology,0.21716309
1088,hCoV-19/Gambia/GC19-1556/2020,2020/05/19,Africa,Gambia,Kombo,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0161332,MRCG at LSHTM Genomics lab,MRCG at LSHTM Genomics lab,0.37841797
1086,hCoV-19/CzechRepublic/NRL_6849-10/2020,2020/05/15,Europe,Czech Republic,Prague,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.01045189,State Veterinary Institute Prague,The National Institute of Public Health,0.36743164
1070,hCoV-19/Sweden/20-06503/2020,2020/03/31,Europe,Sweden,Stockholm,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,The Public Health Agency of Sweden,Trollbackens VC,0.24450684
1063,hCoV-19/NewZealand/20VR3476/2020,2020/06/23,Oceania,New Zealand,Canterbury,,6.0,20A,B.1.91,20A,1.0,0.0,0.0,-0.011097502,Institute of Environmental Science and Research (ESR),Canterbury Health Laboratories,0.47399902
1062,hCoV-19/NewZealand/20VR3128/2020,2020/05/02,Oceania,New Zealand,Canterbury,,6.0,20A,B.1.91,20A,1.0,0.0,0.0,-0.011097502,Institute of Environmental Science and Research (ESR),Canterbury Health Laboratories,0.33190918
1061,hCoV-19/Netherlands/ZuidHolland_45/2020,2020/03/20,Europe,Netherlands,South Holland,,6.0,20A,B.1.91,20A,1.0,0.0,0.0,-0.016230833,Erasmus Medical Center,Dutch COVID-19 response team,0.21447754
1017,hCoV-19/EquatorialGuinea/3188/2020,2020/04/25,Africa,Equatorial Guinea,Bioko Norte,Malabo,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0161332,"""Swiss Tropical and Public Health Institute""",Laboratorio de Investigaciones de Baney,0.3128662
1001,hCoV-19/Australia/NT22/2020,2020/03/26,Oceania,Australia,Northern Territory,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0161332,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),Royal Darwin Hospital Pathology,0.23083496
983,hCoV-19/Oman/RESP-20-2282/2020,2020/03/15,Asia,Oman,Muscat,,6.0,20A,B.1.220,20A,1.0,0.0,0.0,-0.0131332,Oman-NIC,Oman-NIC,0.20080566
979,hCoV-19/Ireland/WW-NVRL-AIIDV0018v1/2020,2020/04/03,Europe,Ireland,Wicklow,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,Irish Coronavirus Sequencing Consortium - National Virus Reference Laboratory,CEPHR / Vincent's Hospital,0.25268555
950,hCoV-19/USA/KY-KSPHL-100011/2020,2020/03/28,North America,USA,Kentucky,,6.0,20A,B.1,20A,2.0,0.0,0.0,-0.01610204,Kentucky State Public Health Lab,Kentucky State Public Health Lab,0.23632812
942,hCoV-19/SriLanka/COV91/2020,2020/03/20,Asia,Sri Lanka,Sri Lanka,,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.016053699,Centre for Dengue Research,Centre for Dengue Research,0.21447754
820,hCoV-19/Chile/MA-CADIUMAG-12/2020,2020/04/17,South America,Chile,Magallanes,Porvenir,6.0,20C,B.1,20C,1.0,0.0,0.0,-0.04604381,"Centro Asistencial Docente y de Investigacion, Universidad de Magallanes","Molecular Medicine Laboratory, University of Magallanes",0.29101562
819,hCoV-19/USA/AL-UW-MAYO12/2020,2020/04/17,North America,USA,Alabama,,6.0,20C,B.1,20C,1.0,0.0,0.0,-0.04604381,University of Washington Virology Lab,Mayo Clinic Laboratories,0.29101562
818,hCoV-19/Taiwan/TSGH-23/2020,2020/04/03,Asia,Taiwan,Taiwan,Taipei,6.0,20C,B.1,20C,1.0,0.0,0.0,-0.04604381,TSGH-CP molecular lab,TSGH-CP molecular lab,0.25268555
817,hCoV-19/Australia/VIC1231/2020,2020/04/03,Oceania,Australia,Victoria,,6.0,20C,B.1,20C,1.0,0.0,0.0,-0.04604381,VIDRL and MDU-PHL,Victorian Infectious Diseases Reference Laboratory (VIDRL),0.25268555
816,hCoV-19/NewZealand/20VR1078/2020,2020/03/23,Oceania,New Zealand,Wairarapa,,6.0,20C,B.1,20C,1.0,0.0,0.0,-0.04604381,Institute of Environmental Science and Research (ESR),Wellington SCL,0.22265625
815,hCoV-19/Pakistan/AKUs5/2020,2020/03/23,Asia,Pakistan,Pakistan,,6.0,20C,B.1,20C,1.0,0.0,0.0,-0.04604381,"Pathology and Laboratory Medicine, Aga Khan University","Pathology and Laboratory Medicine, Aga Khan University",0.22265625
320,hCoV-19/France/ARA-18366/2020,2020/04/03,Europe,France,Auvergne-Rhône-Alpes,Lyon,6.0,20A,B.1,20A,2.0,0.0,0.0,-0.019146653,CNR Virus des Infections Respiratoires - France SUD,CNR Virus des Infections Respiratoires - France SUD,0.25268555
305,hCoV-19/France/HDF-8242/2020,2020/03/20,Europe,France,Hauts de France,Lille FR,6.0,20A,B.1,20A,1.0,0.0,0.0,-0.01904251,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",hopital,0.21447754
200,hCoV-19/Uganda/UG017/2020,2020/04/21,Africa,Uganda,Uganda,,6.0,19B,A,19B,0.0,0.0,0.0,-0.03639181,MRC/UVRI & LSHTM Uganda Research Unit,Uganda Virus Research Institute,0.30187988
157,hCoV-19/Jordan/SR-039/2020,2020/03/29,Asia,Jordan,Amman,,6.0,19B,A.5,19B,0.0,0.0,0.0,-0.03610736,Andersen lab at Scripps Research,Biolab Diagnostic Laboratories,0.23901367
155,hCoV-19/Bolivia/26958/2020,2020/04/01,South America,Bolivia,Pando,,6.0,19B,A.5,19B,0.0,0.0,0.0,-0.0649419,"Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ",Centro Nacional de Enfermedades Tropicales (CENETROP),0.24731445
106,hCoV-19/India/MH-1-31/2020,2020/02/01,Asia,India,Maharashtra,,6.0,19B,B,19B,0.0,0.0,0.0,-0.08953615,"National Influenza Center, Indian Council of Medical Research-National Institute of Virology",Indian Council of Medical Research-National Institute of Virology,0.08337402
68,hCoV-19/SouthAfrica/NHLS-UCT-LA-9008/2020,2020/03/22,Africa,South Africa,Western Cape Province,,6.0,19A,B.39,19A,0.0,0.0,0.0,-0.15711422,NHLS/UCT,Lancet,0.2199707
65,hCoV-19/SriLanka/COV486/2020,2020/04/01,Asia,Sri Lanka,Sri Lanka,,6.0,19A,B,19A,0.0,0.0,0.0,-0.153967,Centre for Dengue Research,Centre for Dengue Research,0.24731445
3025,hCoV-19/Russia/OMS-ORINFI-3970S/2020,2020/07/08,Europe,Russia,Omsk,Novovarshavka,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,WHO National Influenza Centre Russian Federation,Omsk Research Institute of Natural Focal Infections,0.5177002
3024,hCoV-19/Chile/Santiago-PUC_MVL_0292/2020,2020/05/05,South America,Chile,Region Metropolitana de Santiago,Santiago CL,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,MSHS Pathogen Surveillance Program,"Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile",0.34020996
3017,hCoV-19/SierraLeone/KGH-G-8549/2020,2020/04/01,Africa,Sierra Leone,Sierra Leone,,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,"Kenema Government Hospital, Ministry of Health and Sanitation","Kenema Government Hospital, Ministry of Health and Sanitation",0.24731445
3013,hCoV-19/Ecuador/EC-G-1785/2020,2020/03/22,South America,Ecuador,Guayas,,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,Instituto de Salud Publica de Chile,INSPI-CRN DE INFLUENZA Y OTROS VIRUS RESPIRATORIOS,0.2199707
3012,hCoV-19/Jordan/SR-045/2020,2020/03/17,Asia,Jordan,Amman,,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,Andersen lab at Scripps Research,Biolab Diagnostic Laboratories,0.20629883
3011,hCoV-19/NewZealand/20VR0712/2020,2020/03/12,Oceania,New Zealand,Lakes,,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,Institute of Environmental Science and Research (ESR),PathLab Bay of Plenty,0.19262695
3002,hCoV-19/Netherlands/ZuidHolland_10004/2020,2020/02/29,Europe,Netherlands,Utrecht,,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,0.15979004
2446,hCoV-19/Italy/LOM-INMI-9491/2020,2020/02/27,Europe,Italy,Lombardy,,7.0,20B,B.1.1,20B,1.0,0.0,0.0,-0.00674767,"Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS","Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia",0.15441895
1281,hCoV-19/Mexico/COA-InDRE_515/2021,2021/02/15,North America,Mexico,Coahuila,,7.0,20A,B.1,20A,1.0,0.0,0.0,0.0021809,Instituto de Diagnostico y Referencia Epidemiologicos (INDRE),Instituto de Diagnostico y Referencia Epidemiologicos INDRE_RNLSP,1.1246338
1182,hCoV-19/Mexico/NLE-UANL-046/2020,2020/05/10,North America,Mexico,Nuevo Leon,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.013040731,"Laboratorio de Infectología Molecular, Departamento de Bioquímica y Medicina Molecular,Facultad de Medicina - Universidad Autónoma de Nuevo León","Laboratorio de Infectología, Servicio de Infectología, Hospital Universitario Dr. José Eleuterio González - Universidad Autónoma de Nuevo León",0.35388184
1129,hCoV-19/Australia/WA43/2020,2020/04/08,Oceania,Australia,Western Australia,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.013084194,PathWest Laboratory Medicine WA,PathWest Laboratory Medicine WA,0.26635742
1115,hCoV-19/Peru/LIM-INS-149/2020,2020/03/18,South America,Peru,Lima,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.0191332,Laboratorio de Infecciones Respiratorias Agudas,Instituto Nacional de Salud,0.20898438
1109,hCoV-19/Bulgaria/36/2020,2020/03/31,Europe,Bulgaria,Sofia,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,NRL-HIV,"National Reference Laboratory ""Influenza and acute respiratory diseases""",0.24450684
1090,hCoV-19/Malawi/COM-SEQ6176/2020,2020/07/20,Africa,Malawi,Malawi,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.0161332,"Kamuzu University of Health Sciences, College of Medicine, Department of Pathology","Kamuzu University of Health Sciences, College of Medicine, Department of Pathology",0.5505371
1060,hCoV-19/USA/MO-MSPHL-000548/2020,2020/05/07,North America,USA,Missouri,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.016295917,Missouri State Public Health Laboratory,Missouri State Public Health Laboratory,0.34558105
1018,hCoV-19/SouthAfrica/KRISP-0169/2020,2020/06/01,Africa,South Africa,KwaZulu-Natal,Umbilo,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.0131332,"KRISP, KZN Research Innovation and Sequencing Platform",NHLS-IALCH,0.41394043
985,hCoV-19/Russia/SVE-Vector_71903/2020,2020/03/20,Europe,Russia,Sverdlovsk,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.01140236,"SRC VB ""Vector"", ""Collection of microorganisms"" Department.","SRC VB Vector, Collection of microorganisms Department.",0.21447754
982,hCoV-19/Australia/SA0127/2020,2020/03/23,Oceania,Australia,South Australia,,7.0,20A,B.1,20A,1.0,0.0,0.0,-0.012727733,SA Pathology,SA Pathology,0.22265625
