id,name,date,region,country,division,location,divergence,clade,pango lineage,emerging lineage,S1 mutations,current frequency,logistic growth,mutational fitness,submitting lab,originating lab,numdate
5161,hCoV-19SintMaartenSX-RIVM-992132022,20220419,North America,Sint Maarten,Sint Maarten,,72.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.121325,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.2972412
5160,hCoV-19CzechRepublicFNP26862022,20220503,Europe,Czech Republic,Karlovarsky Kraj,,73.0,21L (Omicron),BA.2.9,21L (Omicron),26.0,0.0,0.0,2.1122968,"Department of Microbiology, University Hospital in Pilsen",SangLab Karlovy Vary,2.3355713
5159,hCoV-19Ukraine710372022,20220627,Europe,Ukraine,Zaporizhzhia Region,,76.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.075853,"Reference laboratory for diagnostics of HIVAIDS, virological and especially dangerous pathogens","Reference laboratory for diagnostics of HIVAIDS, virological and especially dangerous pathogens",2.4863281
5151,hCoV-19MexicoSIN-SEARCH-1227722022,20220514,North America,Mexico,Sinaloa,Culiacán,70.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.1275709,Andersen lab at Scripps Research,"Salud Digna, A.C",2.3657227
5150,hCoV-19SlovakiaTN_005552022,20220223,Europe,Slovakia,Trenčín,Myjava,68.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.124234,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Regional Public Health Authority with the seat in Trenčín, Slovakia",2.1466064
5149,hCoV-19QatarDA-USAFSAM-S184912022,20220620,Asia,Qatar,Doha,,73.0,21L (Omicron),BA.2.9,21L (Omicron),26.0,0.0,0.0,2.2342942,US Air Force School of Aerospace Medicine,US Air Force School of Aerospace Medicine,2.467163
5148,hCoV-19CzechRepublicFNHK-Ps-0050922022,20220414,Europe,Czech Republic,Hradec Králové Region,,71.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.121234,University Hospital Hradec Kralove,Oblastni nemocnice Jicin a.s.,2.2835693
5147,hCoV-19GreeceCrete-2112022,20220527,Europe,Greece,Greece,,73.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.1243198,Laboratory of Clinical Virology Heraklion Crete,Laboratory of Clinical Virology Heraklion Crete,2.4013672
5146,hCoV-19Slovenia1935342022,20220422,Europe,Slovenia,Slovenia,,73.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.1152515,"Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana",2.30542
5145,hCoV-19CzechRepublicNRL_s21762022,20220401,Europe,Czech Republic,Usti nad Labem,Decin,72.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.1424434,National Institute of Public Health,AeskuLab,2.2479248
5143,hCoV-19CameroonCERI-KRISP-K0372042022,20220201,Africa,Cameroon,Centre Region,,72.0,21L (Omicron),BA.2.9,21L (Omicron),23.0,0.0,0.0,2.033985,"CERI, Centre for Epidemic Response and Innvoation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.",Laboratoire National de Sante Publique,2.0863037
5142,hCoV-19SlovakiaBA_22_000228442022,20220329,Europe,Slovakia,Trnava,,78.0,21L (Omicron),BA.2.9,21L (Omicron),21.0,0.0,0.0,1.9565312,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Biomedical Centre Martin, Jessenius Faculty of Medicine in Martin, Comenius University",2.239746
5141,hCoV-19IrelandLH-NVRL-S22IRL002898222022,20220405,Europe,Ireland,Louth,,76.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.1227841,National Virus Reference Laboratory,National Virus Reference Laboratory,2.2589111
5139,hCoV-19BelgiumMBLG-CTMAPF971502842022,20220522,Europe,Belgium,Brussels,,74.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.132924,UCLouvainIRECMBLG-CTMA,Cliniques universitaires Saint-Luc,2.3876953
5138,hCoV-19Paraguay4553412022,20220509,South America,Paraguay,Central Paraguay,Lambare,76.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.0775568,Laboratorio Central de Salud Pública,LAB PRIV CYRLAB,2.3520508
5137,hCoV-19AustriaLB-R00061-S3052022,20220210,Europe,Austria,Vienna,,69.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.121234,Lifebrain Covid Labor GmbH,Lifebrain Covid Labor GmbH,2.110962
5136,hCoV-19DominicanRepublic1889522-LNSPDD2022,20220405,North America,Dominican Republic,La Vega,,73.0,21L (Omicron),BA.2.9,21L (Omicron),25.0,0.0,0.0,2.124234,Laboratorio Nacional de Salud Pública Dr. Defilló,Laboratorio Nacional de Salud Pública Dr. Defilló,2.2589111
5135,hCoV-19SlovakiaBA_22_000305632022,20220514,Europe,Slovakia,Bratislava,,74.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.121283,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",2.3657227
5115,hCoV-19envAustriaCeMM283122022,20220413,Europe,Austria,Vorarlberg,Hard,67.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1177387,"Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences","Institute of Legal Medicine, Medical University of Innsbruck",2.2807617
5114,hCoV-19PuertoRicoPR-CDC-S13122022,20220509,North America,USA,Puerto Rico,,67.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Centers for Disease Control and Prevention, Dengue Branch","Centers for Disease Control and Prevention, Dengue Branch",2.3520508
5113,hCoV-19EstoniaRC05934092022,20220226,Europe,Estonia,Estonia,,66.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,1. Laboratory of Communicable Diseases (Estonia); 2. Eurofins Genomics Europe Sequencing GmbH,Synlab Eesti OÜ,2.1547852
5112,hCoV-19CuracaoCW-RIVM-965812022,20220329,South America,Curacao,Curacao,,67.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1177127,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.239746
5111,hCoV-19LithuaniaLTU000_MEDPRAC_ZS32022,20220501,Europe,Lithuania,Kauno Apskritis,,68.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1177387,National Public Health Surveillance Laboratory,UAB Medicina practica laboratorija,2.3300781
5110,hCoV-19GermanyNW-RKI-I-7658532022,20220419,Europe,Germany,North Rhine Westphalia,,68.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1146667,Robert Koch Institute,Chemische und Veterinäruntersuchungsamt Münsterland-Emscher-Lippe (CVUA-MEL),2.2972412
5109,hCoV-19EstoniaRC06913332022,20220419,Europe,Estonia,Estonia,,69.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1178432,1. Laboratory of Communicable Diseases (Estonia); 2. Eurofins Genomics Europe Sequencing GmbH,Synlab Eesti OÜ,2.2972412
5108,hCoV-19LiechtensteinFL-Risch-20220505R114112022,20220505,Europe,Liechtenstein,Liechtenstein,,70.0,21L (Omicron),BA.2.47,21L (Omicron),26.0,0.0,0.0,2.1116688,Dr Risch Laboratory,Dr. Risch Ostschweiz AG,2.3410645
5107,hCoV-19AlbaniaUZB_5482022041162022,20220407,Europe,Albania,Korce,,69.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1212633,Microbiology Department - University Hospital Brussel,Microbiology Department - University Hospital Brussel,2.2644043
5105,hCoV-19FranceNAQ-HCL0221002047012022,20220606,Europe,France,Nouvelle-Aquitaine,,71.0,21L (Omicron),BA.2.44,21L (Omicron),25.0,0.0,0.0,2.0768425,CNR Virus des Infections Respiratoires - France SUD,LABORATOIRE d'ANALYSES de BIOLOGIE MEDICALES,2.428711
5104,hCoV-19CuracaoCW-RIVM-1010962022,20220510,South America,Curacao,Curacao,,75.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.182654,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.3547363
5103,hCoV-19SwitzerlandAG-ETHZ-363681832022,20220215,Europe,Switzerland,Aargau,,67.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Department of Biosystems Science and Engineering, ETH Zürich",Viollier AG,2.1246338
5101,hCoV-19ThailandNIC_LPG_231182022,20220817,Asia,Thailand,Lampang,,75.0,21L (Omicron),BA.2.9.5,21L (Omicron),24.0,3.6E-05,-18.084604,2.098397,"National Institute of Health, Department of Medical Sciences, Ministry of Public Health, Thailand",Regional Medical Sciences Center 1 Chiang Mai,2.6259766
5100,hCoV-19Bulgaria22BG-EU_021196_Pl2002022,20220531,Europe,Bulgaria,Sofia,,69.0,21L (Omicron),BA.2,21L (Omicron),24.0,0.0,0.0,2.0814896,National Center of Infectious and Parasitic Diseases,National Center of Infectious and Parasitic Diseases,2.4123535
5099,hCoV-19NorthMacedoniaIPH-MKD-1582022,20220317,Europe,North Macedonia,Skopje,,70.0,21L (Omicron),BA.2,21L (Omicron),22.0,0.0,0.0,2.0072043,"Laboratory of Virology - Institute of Public Health Skopje, Macedonia","Laboratory of Virology - Institute of Public Health Skopje, Macedonia",2.2069092
5098,hCoV-19BelgiumAZDelta-2212-169902022,20220329,Europe,Belgium,Tielt,,69.0,21L (Omicron),BA.2,21L (Omicron),24.0,0.0,0.0,2.0757582,"AZ Delta Medical Laboratories in Roeselare, Belgium",AZDelta,2.239746
5097,hCoV-19RomaniaTR_5175992022,20220301,Europe,Romania,Teleorman,,68.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1186087,"Cantacuzino National Military-Medical Institute, Viral Respiratory Infections Laboratory","Cantacuzino National Military-Medical Institute, Viral Respiratory Infections Laboratory",2.1629639
5095,hCoV-19FinlandTHL-2022069092022,20220217,Europe,Finland,Finland,,68.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1497574,"Expert Microbiology, National Institute for Health and Welfare",NordLab Kemi,2.130127
5094,hCoV-19SwedenDA106138882022,20220321,Europe,Sweden,Dalarna,,67.0,21L (Omicron),BA.2.65,21L (Omicron),25.0,0.0,0.0,2.1177387,The Public Health Agency of Sweden,Swedish national genomic surveillance program of SARS-CoV-2,2.2177734
5093,hCoV-19USAFL-CDC-STM-5MYXJKT8R2022,20220410,North America,USA,Florida,,72.0,21L (Omicron),BA.2.65,21L (Omicron),25.0,0.0,0.0,2.114618,"Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery",Helix,2.272583
5092,hCoV-19DenmarkDCGC-4360422022,20220314,Europe,Denmark,Midtjylland,,69.0,21L (Omicron),BA.2,21L (Omicron),23.0,0.0,0.0,2.1021256,Statens Serum Institut Bioinformatics and Microbial Genomics,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",2.1986084
5091,hCoV-19BrazilSC-LACENSC-4213457352022,20220419,South America,Brazil,Santa Catarina,Santo Amaro Da Imperatriz,71.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.120728,Laboratório Central de Saúde Pública do Estado de Santa Catarina (LACENSC),Laboratório Central de Saúde Pública do Estado de Santa Catarina (LACENSC),2.2972412
5089,hCoV-19NetherlandsOV-RIVM-1015592022,20220519,Europe,Netherlands,Overijssel,,73.0,21L (Omicron),BA.2.13,21L (Omicron),27.0,0.0,0.0,2.1835036,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.3793945
5088,hCoV-19ColombiaBOL-UNIMOL-VG-9682022,20220711,South America,Colombia,Bolivar CO,,75.0,21L (Omicron),BA.2,21L (Omicron),26.0,0.0,0.0,2.111535,UNIMOL,UNIMOL,2.5246582
5086,hCoV-19RussiaSPE-RII-26856S2022,20220626,Europe,Russia,Saint-Petersburg,Saint-Petersburg,73.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1177025,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,2.4835205
5085,hCoV-19DRCINRB-RDC-7342022,20220328,Africa,Democratic Republic of the Congo,Nord Kivu,,71.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1209283,"Pathogen Genomics Lab, National Institute for Biomedical Research (INRB)",Laboratoire Rodolphe Mérieux (INRB Goma),2.2369385
5084,hCoV-19NorthMacedoniaIPH-MKD-1592022,20220322,Europe,North Macedonia,Skopje,,70.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1147387,"Laboratory of Virology - Institute of Public Health Skopje, Macedonia","Laboratory of Virology - Institute of Public Health Skopje, Macedonia",2.220581
5083,hCoV-19BelgiumAZKLINA122-0606002022,20220301,Europe,Belgium,Antwerpen,,69.0,21L (Omicron),BA.2.36,21L (Omicron),26.0,0.0,0.0,2.1148472,AZ Klina,AZ Klina,2.1629639
5081,hCoV-19PhilippinesPGCV_0012_04252022,20220406,Asia,Philippines,Western Visayas,,72.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1206594,PHILIPPINE GENOME CENTER VISAYAS,WESTERN VISAYAS MEDICAL CENTER SUB NATIONAL LABORATORY,2.2615967
5080,hCoV-19BonaireBQ-RIVM-947102022,20220322,South America,Bonaire,Bonaire,,72.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.220581
5078,hCoV-19BonaireBQ-RIVM-997032022,20220428,South America,Bonaire,Bonaire,,67.0,21L (Omicron),BA.2.7,21L (Omicron),25.0,0.0,0.0,2.120704,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.3218994
5077,hCoV-19BelizeCML-5322022,20220309,North America,Belize,Toledo,,74.0,21L (Omicron),BA.2.7,21L (Omicron),25.0,0.0,0.0,2.129981,Central Medical Laboratory,Central Medical Laboratory,2.1849365
5076,hCoV-19GuadeloupeCERBAHC-025225352022,20220228,North America,Guadeloupe,Guadeloupe,,70.0,21L (Omicron),BA.2,21L (Omicron),26.0,0.0,0.0,2.1147387,CERBA HealthCare,LBMMS BIO POLE ANTILLES,2.1602783
5075,hCoV-19DenmarkDCGC-3022752022,20220102,Europe,Denmark,Nordjylland,,66.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,Statens Serum Institut Bioinformatics and Microbial Genomics,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",2.0041504
5074,hCoV-19CuracaoCW-RIVM-884462022,20220210,South America,Curacao,Curacao,,69.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1150203,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.110962
5073,hCoV-19GeorgiaTb-sNGS33232022,20220115,Asia,Georgia,Tbilisi,,67.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.","Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.",2.0396729
5031,hCoV-19USACT-Yale-193422022,20220425,North America,USA,Connecticut,New Haven County,65.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,Grubaugh Lab - Yale School of Public Health,Yale Clinical Virology Lab,2.3137207
5030,hCoV-19CuracaoCW-RIVM-1032022022,20220606,South America,Curacao,Curacao,,67.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1177387,National Institute for Public Health and the Environment (RIVM),Dutch COVID-19 response team,2.428711
5029,hCoV-19SouthKoreaKDCA583012022,20220428,Asia,South Korea,South Korea,,66.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.120668,"Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency","Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency",2.3218994
5028,hCoV-19MalaysiaIMR_WC1941342022,20220316,Asia,Malaysia,Selangor,,65.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia",Kuala Lumpur International Airport,2.2041016
5027,hCoV-19SriLankaaicbu55102022,20220419,Asia,Sri Lanka,Colombo,,66.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Allergy, Immunology and Cell Biology Unit (AICBU)","Allergy, Immunology and Cell Biology Unit (AICBU)",2.2972412
5026,hCoV-19RomaniaTM_5095722022,20220228,Europe,Romania,Timis,,65.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Cantacuzino National Military-Medical Institute, Viral Respiratory Infections Laboratory","Cantacuzino National Military-Medical Institute, Viral Respiratory Infections Laboratory",2.1602783
5025,hCoV-19ScotlandQEUH-386AEFA2022,20220225,Europe,United Kingdom,Scotland,,65.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium,Lighthouse Lab in Glasgow,2.1520996
5023,hCoV-19DRCINRB-RDC-7422022,20220413,Africa,Democratic Republic of the Congo,Nord Kivu,,66.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Pathogen Genomics Lab, National Institute for Biomedical Research (INRB)",Laboratoire Rodolphe Mérieux (INRB Goma),2.2807617
5022,hCoV-19DRCINRB-RDC-7402022,20220406,Africa,Democratic Republic of the Congo,Nord Kivu,,66.0,21L (Omicron),BA.2,21L (Omicron),25.0,0.0,0.0,2.1207387,"Pathogen Genomics Lab, National Institute for Biomedical Research (INRB)",Laboratoire Rodolphe Mérieux (INRB Goma),2.2615967
5021,hCoV-19USAWI-UW-107552022,20220428,North America,USA,Wisconsin,Dane County WI,67.0,21L (Omicron),BA.2.65,21L (Omicron),25.0,0.0,0.0,2.1207197,University of Wisconsin-Madison AIDS Vaccine Research Laboratories,University of Wisconsin-Madison AIDS Vaccine Research Laboratories,2.3218994
